Unnamed: 0,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
115,116,33,<pyews.server_abstractions.Configuration object at 0x000001EBB48B5720>,4,39,0,1,0.232515349984169,0.0973948240280151,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
116,117,33,<pyews.server_abstractions.Configuration object at 0x000001EBB48B5720>,4,40,1,0,0.0788540467619896,0.1316104531288147,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,10,8,0.2182795698924731,0.2691259569858366
117,118,21,<pyews.server_abstractions.Configuration object at 0x000001EBB48FCEE0>,25,37,1,0,0.2570255398750305,0.1232932433485984,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,10,8,0.3039047619047618,0.2691259569858366
118,119,14,<pyews.server_abstractions.Configuration object at 0x000001EBB4911AE0>,32,37,0,1,0.0933416485786438,0.0210976712405681,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48C9E40>,1,10,2.0,2.0
119,120,14,<pyews.server_abstractions.Configuration object at 0x000001EBB4911AE0>,32,34,1,0,0.0879144147038459,0.1013725250959396,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,10,8,0.1881609195402299,0.2691259569858366
120,121,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,0,1,0.0271794274449348,0.1207071021199226,,,0.198240628436317,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,28,37,0.26375,0.308151228202052
121,122,26,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,28,40,0,1,0.0458353534340858,0.0608233660459518,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,28,37,0.2143010752688172,0.308151228202052
122,123,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.015967521816492,0.0485118590295314,,,0.1961327852990621,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49106A0>,24,30,2.0,2.0
123,124,3,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,13,39,1,0,0.035151794552803,0.0794938132166862,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2041935483870967,0.0026429630595372
124,125,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,33,1,0,0.0165190026164054,0.1116802766919136,,,0.20474389641017324,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1722222222222222,0.0026429630595372
125,126,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.0494881346821785,0.1290174722671508,,,0.17415361863239542,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1514285714285714,0.0026429630595372
126,127,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,33,1,0,0.0627018436789512,0.0267777442932128,,,0.19595601762229442,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.249313725490196,0.0026429630595372
127,128,9,<pyews.server_abstractions.Configuration object at 0x000001EBB48FFD00>,29,38,1,0,0.1735429167747497,0.0719553753733635,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3303703703703703,0.0026429630595372
128,129,27,<pyews.server_abstractions.Configuration object at 0x000001EBB4863FA0>,0,39,1,0,0.0640407800674438,0.3808401525020599,,4.0202488094109867e-07,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,25,33,0.3027192982456139,0.2643778247082362
129,130,23,<pyews.server_abstractions.Configuration object at 0x000001EBB48EE920>,22,37,1,0,0.2714436054229736,0.382792979478836,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.2736190476190476,0.1854343365664084
130,131,18,<pyews.server_abstractions.Configuration object at 0x000001EBB4911180>,31,41,1,0,0.0619095116853714,0.1653545498847961,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.3460526315789474,0.1854343365664084
131,132,8,<pyews.server_abstractions.Configuration object at 0x000001EBB48DB220>,17,40,1,0,0.1419734805822372,0.1173042356967926,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2772727272727273,0.0026429630595372
132,133,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.1920917481184005,0.1552144587039947,,,0.18618180490690522,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3023809523809524,0.0026429630595372
133,134,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0991259217262268,0.0656672418117523,,,0.23071611863239552,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3407017543859649,0.0026429630595372
134,135,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,29,0,1,0.0769353210926055,0.0550712496042251,,,0.16501209564388972,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
135,136,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0304556936025619,0.0384239330887794,,,0.2477504323578857,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2546464646464647,0.0026429630595372
136,137,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0339961871504783,0.0585159100592136,,,0.27696611863239545,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.243030303030303,0.0026429630595372
137,138,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,36,1,0,0.0790438950061798,0.052263431251049,,,0.25011426678054366,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2409375,0.0026429630595372
138,139,5,<pyews.server_abstractions.Configuration object at 0x000001EBB48B6CE0>,6,39,1,0,0.0647407546639442,0.0338932946324348,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2147916666666667,0.0026429630595372
139,140,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.040173090994358,0.0380967408418655,,,0.2206916088284739,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2378125,0.0026429630595372
140,141,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0526109561324119,0.0236015114933252,,,0.165353215406589,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2398958333333333,0.0026429630595372
141,142,27,<pyews.server_abstractions.Configuration object at 0x000001EBB4863FA0>,0,38,0,1,0.0165889151394367,0.0283521749079227,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3002020202020202,0.0026429630595372
142,143,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,31,1,0,0.0096544250845909,0.0900411009788513,,,0.18234246271841692,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1917777777777777,0.0026429630595372
143,144,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.0222609490156173,0.0835543572902679,,,0.17009111863239543,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48EF520>,22,23,2.0,2.0
144,145,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,0,1,0.024429315701127,0.0889280289411544,,,0.21177004020102283,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,0,24,2.0,2.0
145,146,0,<pyews.server_abstractions.Configuration object at 0x000001EBB48FC160>,24,38,0,1,0.0298986583948135,0.0520502626895904,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2911764705882352,0.0026429630595372
146,147,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,32,1,0,0.0621884912252426,0.0334776230156421,,,0.21196611863239542,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2039784946236559,0.0026429630595372
147,148,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,1,0,0.0314582586288452,0.0361241400241851,,,0.24115659482287174,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2779047619047619,0.0026429630595372
148,149,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,33,0,1,0.0436622947454452,0.0450707599520683,,,0.19151157317785003,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2774747474747475,0.0026429630595372
149,150,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,30,1,0,0.0605874322354793,0.0710684955120086,,,0.1360772297435066,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,30,40,0.2566666666666667,0.1854343365664084
150,151,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,33,0,1,0.0254941135644912,0.0343511551618576,,,0.20373379540007222,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2066666666666667,0.0026429630595372
151,152,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,35,1,0,0.01254219468683,0.0393472164869308,,,0.24677564244191932,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,28,37,0.3227927927927927,0.308151228202052
152,153,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0446215793490409,0.0265230499207973,,,0.16804138744959982,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1853763440860215,0.0026429630595372
153,154,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,38,1,0,0.0115246418863534,0.0139180775731801,,,0.27310646950958856,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB48D8400>,3,13,2.0,2.0
154,155,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,29,1,0,0.0136624807491898,0.0282146148383617,,,0.11811554391975171,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2776851851851852,0.0026429630595372
155,156,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,1,0,0.0064275581389665,0.0151934847235679,,,0.17892690294612093,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2321875,0.0026429630595372
156,157,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,32,1,0,0.0045295231975615,0.0333085134625434,,,0.11852861863239542,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2404040404040404,0.0026429630595372
157,158,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,35,1,0,0.0051380386576056,0.0319732055068016,,,0.222585166251443,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.164,0.0026429630595372
158,159,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0156848318874835,0.0232263021171093,,,0.23882886373043474,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2090624999999999,0.0026429630595372
159,160,31,<pyews.server_abstractions.Configuration object at 0x000001EBB48CAA40>,11,40,1,0,0.0092714065685868,0.0051892744377255,,,1.9502994519657288,2.0,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2891666666666667,0.0026429630595372
160,161,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,30,0,1,0.0693215951323509,0.006229430437088,,,0.1780772297435065,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3464912280701755,0.0026429630595372
161,162,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,28,1,0,0.0365360453724861,0.0058498159050941,,,0.14613278529906212,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2262222222222222,0.0026429630595372
162,163,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,35,1,0,0.0279826894402503,0.0189523268491029,,,0.2408708805371574,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2566666666666666,0.0026429630595372
163,164,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,0,1,0.0025214687921106,0.0150865763425827,,,0.2120198820732557,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2471875,0.0026429630595372
164,165,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0062469895929098,0.0084217581897974,,,0.13718117239583633,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2378494623655914,0.0026429630595372
165,166,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,28,0,1,0.0046771406196057,0.0102894511073827,,,0.11434707101334782,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3234313725490195,0.0026429630595372
166,167,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,35,1,0,0.0152860786765813,0.0052398843690752,,,0.2488708805371573,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2197979797979798,0.0026429630595372
167,168,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,32,1,0,0.0208300594240427,0.0117228310555219,,,0.18311195196572883,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2698958333333333,0.0026429630595372
168,169,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,37,1,0,0.0068948892876505,0.0187180452048778,,,0.26741656908284595,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2756862745098039,0.0026429630595372
169,170,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,32,1,0,0.0102422786876559,0.0133321117609739,,,0.19227861863239543,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2713333333333333,0.0026429630595372
170,171,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,34,1,0,0.0029666861519217,0.0166186448186635,,,0.2217700402010229,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1795238095238095,0.0026429630595372
171,172,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,30,1,0,0.0024461622815579,0.0069585111923515,,,0.17007722974350653,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2290322580645162,0.0026429630595372
172,173,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,35,1,0,0.0031594247557222,0.010844400152564,,,0.23296611863239544,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2707070707070707,0.0026429630595372
173,174,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,0,1,0.0073596527799963,0.0093148117884993,,,0.22637788333827782,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2927027027027027,0.0026429630595372
174,175,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,37,1,0,0.0115671977400779,0.0025990544818341,,,0.28138053304680993,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1867857142857143,0.0026429630595372
175,176,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0081460298970341,0.0032040704973042,,,0.19382886373043473,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2949074074074074,0.0026429630595372
176,177,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,38,1,0,0.0169274117797613,0.00466232560575,,,0.26056260986046564,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1770114942528735,0.0026429630595372
177,178,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,26,1,0,0.0036609526723623,0.0075998827815055,,,0.06465842632470312,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2556862745098039,0.0026429630595372
178,179,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,33,1,0,0.0054131979122757,0.0094616971909999,,,0.25211763378391056,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2750980392156862,0.0026429630595372
179,180,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0131544880568981,0.004716919735074,,,0.25382886373043473,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2076666666666666,0.0026429630595372
180,181,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,36,1,0,0.0081733791157603,0.0050058588385581,,,0.25807722974350655,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2994117647058822,0.0026429630595372
181,182,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0114561682567,0.0025543966330587,,,0.15578332293347072,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2872222222222223,0.0026429630595372
182,183,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,1,0,0.0054340814240276,0.0026806674432009,,,0.2402014127500424,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.206111111111111,0.0026429630595372
183,184,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,1,0,0.0134451389312744,0.002675418742001,,,0.2653470710133479,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2130208333333333,0.0026429630595372
184,185,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,34,1,0,0.0132671371102333,0.0045636878348886,,,0.2444170990245523,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB48DA8C0>,13,16,2.0,2.0
185,186,10,<pyews.server_abstractions.Configuration object at 0x000001EBB48C8520>,8,35,0,1,0.0062574907205998,0.0027803936973214,,,0.21429945196572883,0.2691259569858366,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2557291666666667,0.0026429630595372
186,187,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,41,1,0,0.0028818096034228,0.0014006120618432,,,0.33062465521776135,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB48FF3A0>,26,28,2.0,2.0
187,188,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0014423585962504,0.0010027677053585,,,0.18029945196572883,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2816216216216216,0.0026429630595372
188,189,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,31,1,0,0.0056265434250235,0.0023811412975192,,,0.2097618175571266,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.251010101010101,0.0026429630595372
189,190,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,29,1,0,0.0099165122956037,0.0023362375795841,,,0.1398396818507862,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2613725490196078,0.0026429630595372
190,191,30,<pyews.server_abstractions.Configuration object at 0x000001EBB4934280>,40,31,1,0,0.0047252741642296,0.0021111674141138,,,0.20341773153562123,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2864814814814815,0.0026429630595372
191,192,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,1,0,0.0038583001587539,0.0028746118769049,,,0.2437403121807826,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.346764705882353,0.0026429630595372
192,193,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,34,1,0,0.0037250518798828,0.0034523247741162,,,0.24422102059317982,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2029999999999999,0.0026429630595372
193,194,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0064174155704677,0.002550670877099,,,0.25525183291810977,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2964646464646465,0.0026429630595372
194,195,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0034705295693129,0.0021718468051403,,,0.1635216741879509,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1619753086419753,0.0026429630595372
195,196,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0015737831126898,0.0003955253923777,,,0.15574389641017322,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2402150537634408,0.0026429630595372
196,197,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,35,1,0,0.0020991936326026,0.0009028295753523,,,0.24915659482287164,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3463963963963963,0.0026429630595372
197,198,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,31,1,0,0.0030735861510038,0.0015235329046845,,,0.18739622615927723,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1804597701149425,0.0026429630595372
198,199,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0018651830032467,0.0013719102134928,,,0.16957028529906212,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.3207843137254902,0.0026429630595372
199,200,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,32,1,0,0.0018362207338213,0.0015164857031777,,,0.22311195196572883,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2894949494949494,0.0026429630595372
200,201,38,<pyews.server_abstractions.Configuration object at 0x000001EBB4923580>,39,30,1,0,0.0040977941825985,0.0011575296521186,,,0.15129945196572883,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2292929292929293,0.0026429630595372
201,202,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,33,0,1,0.0046740239486098,0.0006700518424622,,,0.15151157317785002,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1801190476190476,0.0026429630595372
202,203,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0061643030494451,0.0003965901269111,,,0.14266504336357821,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2097849462365591,0.0026429630595372
203,204,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,36,1,0,0.0046855499967932,0.0002799430512823,,,0.22733648900276585,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1955555555555555,0.0026429630595372
204,205,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,36,0,1,0.0027847399469465,0.0003480818704701,,,0.21326241492869172,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2416666666666666,0.0026429630595372
205,206,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,34,1,0,0.002432205248624,0.0006235161563381,,,0.20461317745592492,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.285925925925926,0.0026429630595372
206,207,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,31,1,0,0.0026374971494078,0.0010092523880302,,,0.18191235519153523,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1341975308641975,0.0026429630595372
207,208,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,32,1,0,0.004649429116398,0.0009490456432104,,,0.1643619519657288,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2651515151515151,0.0026429630595372
208,209,37,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,41,29,1,0,0.0017647827044129,0.0009724888368509,,,0.09271324506917702,0.0026429630595372,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2955882352941176,0.0026429630595372
209,210,28,<pyews.server_abstractions.Configuration object at 0x000001EBB4921A80>,37,32,1,0,0.0011235435958951,0.0006865410832688,,,0.14852861863239541,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.1836904761904762,0.0026429630595372
210,211,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,35,0,1,0.0032149432227015,0.000264219532255,,,0.2313470710133478,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2733333333333333,0.0026429630595372
211,212,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,1,0,0.0040341354906558,0.000468570186058,,,0.2118619519657288,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.246021505376344,0.0026429630595372
212,213,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,38,1,0,0.0028251120820641,0.0007403742056339,,,0.3111766449481849,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.206,0.0026429630595372
213,214,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,34,1,0,0.0049243769608438,0.0003729716408997,,,0.2006916088284739,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2126666666666667,0.0026429630595372
214,215,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,37,1,0,0.0036918690893799,0.0010490993736311,,,0.2747138663801432,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2278888888888889,0.0026429630595372
215,216,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,32,1,0,0.002573138102889,0.0005729410331696,,,0.20050778529906213,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2593333333333333,0.0026429630595372
216,217,25,<pyews.server_abstractions.Configuration object at 0x000001EBB49125C0>,33,30,1,0,0.0046702264808118,0.0004983728285878,,,0.18429945196572872,0.2643778247082362,<pyews.server_abstractions.Configuration object at 0x000001EBB49350C0>,37,41,0.2600980392156863,0.0026429630595372
