,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
158,159,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,33,1,0,0.012360809370875359,0.018628016114234924,,,0.29515151515151516,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2645454545454546,0.002642963059537262
159,160,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.007713343948125839,0.010215574875473976,,,0.2598958333333333,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2827272727272727,0.002642963059537262
160,161,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,31,0,1,0.012019612826406956,0.00522539671510458,,,0.20956989247311827,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17702380952380953,0.002642963059537262
161,162,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.013618957251310349,0.07869613170623779,,,0.2705208333333333,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,31,34,0.2981372549019608,0.17264681008681748
162,163,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,30,0,1,0.016960736364126205,0.056752726435661316,,,0.2376666666666667,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,31,34,0.3223148148148148,0.17264681008681748
163,164,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,35,1,0,0.01413581520318985,0.044943325221538544,,,0.33666666666666667,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,31,34,0.2235483870967742,0.17264681008681748
164,165,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,1,0,0.02254759520292282,0.04339289665222168,,,0.2548958333333333,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,31,34,0.18583333333333335,0.17264681008681748
165,166,35,<pyews.server_abstractions.Configuration object at 0x00000203D7AB7850>,7,37,0,1,0.005464719608426094,0.03909898176789284,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,23,40,0.28828571428571426,0.1854343365664084
166,167,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,34,1,0,0.007138307671993971,0.04863828420639038,,,0.25156862745098035,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3340196078431373,0.002642963059537262
167,168,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,1,0,0.004628073889762163,0.02936122938990593,,,0.29555555555555557,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2833333333333333,0.002642963059537262
168,169,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.0058790091425180435,0.030525105074048042,,,0.19822916666666665,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.16023809523809524,0.002642963059537262
169,170,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.005782316904515028,0.021203741431236267,,,0.24572916666666667,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2029885057471264,0.002642963059537262
170,171,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.012513135559856892,0.01241997629404068,,,0.28072916666666664,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3173148148148148,0.002642963059537262
171,172,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,36,0,1,0.004673261195421219,0.00848871935158968,,,0.32379629629629636,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31202020202020203,0.002642963059537262
172,173,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.003188962582498789,0.006632430944591761,,,0.17770114942528736,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28558823529411764,0.002642963059537262
173,174,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,1,0,0.0036102100275456905,0.07821296900510788,,,0.21931034482758618,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,31,34,0.2840952380952381,0.17264681008681748
174,175,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,27,0,1,0.004639243707060814,0.004834749735891819,,,0.14617283950617285,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2352688172043011,0.002642963059537262
175,176,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.0035930119920521975,0.0020509492605924606,,,0.23632183908045978,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20408602150537633,0.002642963059537262
176,177,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.004458126612007618,0.006033953279256821,,,0.2881372549019608,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20738095238095236,0.002642963059537262
177,178,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.005390761885792017,0.00422396045178175,,,0.23011494252873566,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23839080459770118,0.002642963059537262
178,179,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,28,0,1,0.002534654224291444,0.00344576733186841,,,0.18023809523809528,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2003571428571429,0.002642963059537262
179,180,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.0020279332529753447,0.0030499333515763283,,,0.33980952380952373,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.269375,0.002642963059537262
180,181,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,1,0,0.0033620474860072136,0.001575544709339738,,,0.2157471264367816,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24763440860215052,0.002642963059537262
181,182,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0031313449144363403,0.0016693780198693275,,,0.33464646464646464,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30212121212121207,0.002642963059537262
182,183,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,1,0,0.004439777694642544,0.0016910189297050238,,,0.28625,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29018018018018016,0.002642963059537262
183,184,37,<pyews.server_abstractions.Configuration object at 0x00000203D7B13D90>,35,28,0,1,0.0061550447717309,0.0033527114428579807,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.32941176470588235,0.002642963059537262
184,185,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0051803276874125,0.00552790705114603,,,0.2828282828282828,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.204,0.002642963059537262
185,186,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,1,0,0.001923464355058968,0.005222759675234556,,,0.20114942528735635,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2708888888888889,0.002642963059537262
186,187,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0017865343252196908,0.0022171614691615105,,,0.26,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18114942528735634,0.002642963059537262
187,188,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,25,0,1,0.0017809262499213219,0.0005647403886541724,,,0.10666666666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2740860215053763,0.002642963059537262
188,189,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,27,0,1,0.003952511120587587,0.0009780626278370619,,,0.16641975308641974,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25896551724137934,0.002642963059537262
189,190,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,1,0,0.0026939627714455128,0.002229208592325449,,,0.24806451612903224,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2635483870967742,0.002642963059537262
190,191,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0015397376846522093,0.003061865456402302,,,0.21322222222222223,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24077777777777776,0.002642963059537262
191,192,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,26,0,1,0.001984220463782549,0.002969220746308565,,,0.15115384615384614,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20333333333333334,0.002642963059537262
192,193,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,0,1,0.0011882123071700335,0.0024050406645983458,,,0.2549462365591398,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24551724137931033,0.002642963059537262
193,194,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.00116666778922081,0.0021150480024516582,,,0.19563218390804596,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24301075268817204,0.002642963059537262
194,195,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,0,1,0.0038241511210799217,0.0013726451434195042,,,0.2814141414141414,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25062500000000004,0.002642963059537262
195,196,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.0037419754080474377,0.0012535587884485722,,,0.24298850574712644,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19766666666666666,0.002642963059537262
196,197,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0011841540690511465,0.0010940792271867394,,,0.26866666666666666,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2794949494949495,0.002642963059537262
197,198,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,26,0,1,0.0006060642190277576,0.002301117405295372,,,0.1494871794871795,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3158333333333334,0.002642963059537262
198,199,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,0,1,0.0007226304151117802,0.00103496084921062,,,0.2581372549019608,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24969696969696975,0.002642963059537262
199,200,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,34,0,1,0.0010927701368927956,0.0009424519957974553,,,0.2512745098039216,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23141414141414143,0.002642963059537262
200,201,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0008181321900337934,0.0009094281122088432,,,0.21802083333333333,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19477777777777777,0.002642963059537262
201,202,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,33,0,1,0.0009586169617250562,0.0010192272020503879,,,0.292020202020202,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.0967948717948718,0.002642963059537262
202,203,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,35,0,1,0.0022132298909127712,0.0006342203123494983,,,0.2989523809523809,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.30558823529411766,0.002642963059537262
203,204,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,35,0,1,0.0025410568341612816,0.0007511398871429265,,,0.29676190476190484,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29695238095238097,0.002642963059537262
204,205,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0013969307765364647,0.00119380047544837,,,0.25812500000000005,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17195402298850576,0.002642963059537262
205,206,4,<pyews.server_abstractions.Configuration object at 0x00000203D7ADB070>,17,38,1,0,0.00112352950964123,0.0023047891445457935,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7AFD930>,12,26,2.0,2.0
206,207,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0005993482773192227,0.0007804809138178825,,,0.21895238095238095,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25,0.002642963059537262
207,208,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0017461610259488225,0.00043396640103310347,,,0.177816091954023,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2875490196078432,0.002642963059537262
208,209,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0015564204659312963,0.00045113894157111645,,,0.18322580645161293,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15904761904761905,0.002642963059537262
209,210,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,39,0,1,0.002090475521981716,0.0008405173430219293,,,0.3203418803418803,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28564814814814815,0.002642963059537262
210,211,30,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8E50>,9,38,1,0,0.0011792141012847424,0.00031449421658180654,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21376344086021506,0.002642963059537262
211,212,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,29,0,1,0.0011904961429536343,0.0008646295755170286,,,0.22620689655172416,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22155555555555556,0.002642963059537262
212,213,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.001032864092849195,0.0014698501909151673,,,0.2793333333333333,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2465591397849462,0.002642963059537262
213,214,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.0007989896112121642,0.001040793489664793,,,0.2274193548387097,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2947619047619048,0.002642963059537262
214,215,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,1,0,0.0015284832334145904,0.0007662020507268608,,,0.2347777777777778,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22625,0.002642963059537262
215,216,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,40,0,1,0.0011378568597137928,0.00026729723322205245,,,0.3710833333333333,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22597701149425287,0.002642963059537262
216,217,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,1,0,0.000981446006335318,0.0001720384316286072,,,0.19688172043010752,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2646874999999999,0.002642963059537262
217,218,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.0009757797815836966,0.00034255447098985314,,,0.2664583333333333,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.320686274509804,0.002642963059537262
218,219,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.001697807339951396,0.0007455416489392519,,,0.22566666666666665,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22516129032258067,0.002642963059537262
219,220,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,0,1,0.0016801832243800163,0.0009771971963346004,,,0.23929292929292928,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3214814814814815,0.002642963059537262
220,221,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0010380004532635212,0.0011201633606106043,,,0.28066666666666673,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3123423423423423,0.002642963059537262
221,222,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,0,1,0.0012886497424915433,0.0006742450641468167,,,0.31343434343434334,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.27794117647058825,0.002642963059537262
222,223,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,1,0,0.0009879902936518192,0.00019598168728407472,,,0.26252525252525255,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2529032258064516,0.002642963059537262
223,224,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,0,1,0.0006517329020425677,0.00026149165933020413,,,0.2701075268817204,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19922222222222224,0.002642963059537262
224,225,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0006360801053233445,0.00038518893416039646,,,0.2956249999999999,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24645833333333333,0.002642963059537262
225,226,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0010259911650791764,0.00028491008561104536,,,0.21622222222222223,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21447916666666667,0.002642963059537262
226,227,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,1,0,0.0015129558742046356,0.001447947695851326,,,0.1958888888888889,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2922549019607843,0.002642963059537262
227,228,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.0017773294821381569,0.0009644889505580068,,,0.20033333333333334,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19376344086021505,0.002642963059537262
228,229,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.002342252992093563,0.0007154755294322968,,,0.2563725490196078,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2431182795698925,0.002642963059537262
229,230,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,29,0,1,0.0008312414865940809,0.00012585462536662817,,,0.16390804597701147,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26843750000000005,0.002642963059537262
230,231,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,33,0,1,0.0005366406985558569,0.000296055426588282,,,0.25777777777777783,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20642857142857143,0.002642963059537262
231,232,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,31,0,1,0.0006304711569100618,0.0005513434298336506,,,0.19795698924731184,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26098039215686275,0.002642963059537262
232,233,19,<pyews.server_abstractions.Configuration object at 0x00000203D7AFCD30>,25,36,0,1,0.0012699967483058572,0.000807818491011858,,,2.0,2.0,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2486868686868687,0.002642963059537262
233,234,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,33,0,1,0.0017762752249836922,0.0010117633501067758,,,0.2790909090909091,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21311111111111108,0.002642963059537262
234,235,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,30,0,1,0.0007427458185702562,0.0027473424561321735,,,0.26744444444444443,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23125,0.002642963059537262
235,236,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,32,0,1,0.0011306339874863625,0.0007225445588119328,,,0.27677083333333335,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2853921568627451,0.002642963059537262
236,237,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,30,1,0,0.0004720389551948756,0.00024000185658223927,,,0.1958888888888889,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25302083333333336,0.002642963059537262
237,238,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,0,1,0.0007790032541379333,0.0006785904406569898,,,0.23526881720430107,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3077142857142857,0.002642963059537262
238,239,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,28,1,0,0.0015082921599969268,0.0010433364659547806,,,0.13833333333333336,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21500000000000002,0.002642963059537262
239,240,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.0014258285518735647,0.0014897279907017946,,,0.2961111111111111,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2659047619047619,0.002642963059537262
240,241,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0009896763367578387,0.0007107853889465332,,,0.262,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.33675675675675676,0.002642963059537262
241,242,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,29,0,1,0.0008256561704911292,0.0005587960476987064,,,0.1910344827586207,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2611111111111111,0.002642963059537262
242,243,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.003325852332636714,0.0005615387344732881,,,0.23160919540229888,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2170114942528736,0.002642963059537262
243,244,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0023848912678658962,0.0001194709911942482,,,0.22644444444444448,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2807526881720431,0.002642963059537262
244,245,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,0,1,0.0012487494386732578,0.00010760553414002061,,,0.20214285714285715,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.257,0.002642963059537262
245,246,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.0007875551818870008,0.00026960280956700444,,,0.28750000000000003,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22850574712643681,0.002642963059537262
246,247,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.003906335681676865,0.00030528492061421275,,,0.20150537634408602,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2794949494949495,0.002642963059537262
247,248,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.003213416552171111,0.000746027217246592,,,0.2927450980392157,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.10246913580246915,0.002642963059537262
248,249,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0008881849935278296,0.0010628532618284225,,,0.23077777777777783,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21511111111111111,0.002642963059537262
249,250,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.0006370781920850277,0.0007478998159058392,,,0.23322222222222225,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.16873563218390802,0.002642963059537262
250,251,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,31,0,1,0.0010141292586922646,0.0002775666653178632,,,0.1953763440860215,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2713131313131313,0.002642963059537262
251,252,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,26,0,1,0.00108939572237432,5.502540079760365e-05,,,0.09294871794871797,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28434343434343434,0.002642963059537262
252,253,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,0,1,0.0007284724852070212,0.00014546622696798295,,,0.2757843137254902,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.17761904761904762,0.002642963059537262
253,254,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,28,1,0,0.0008834645850583911,0.00028881136677227914,,,0.18178571428571436,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22644444444444442,0.002642963059537262
254,255,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0003863276797346771,0.0011813309974968433,,,0.24133333333333334,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2815625,0.002642963059537262
255,256,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,1,0,0.002524391748011112,0.001432381453923881,,,0.30666666666666664,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25441176470588234,0.002642963059537262
256,257,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.002580098807811737,0.00010585901327431202,,,0.2432323232323232,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2827619047619048,0.002642963059537262
257,258,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0003661654482129961,0.00019930924463551491,,,0.2882828282828283,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23633333333333334,0.002642963059537262
