,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost,not_chosen_conf,not_chosen_conf_indx,not_chosen_conf_index_in_labels,not_avg_response_time,not_cost
456,457,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.00037850358057767153,0.0003417200059629977,,,0.28500000000000003,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21870967741935482,0.002642963059537262
457,458,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.0033149500377476215,0.0007584475097246468,,,0.24131313131313137,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.27535353535353535,0.002642963059537262
458,459,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,36,0,1,0.0048851752653717995,0.0004002575878985226,,,0.332037037037037,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2460416666666667,0.002642963059537262
459,460,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.01584320329129696,0.00063563312869519,,,0.25000000000000006,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2898989898989899,0.002642963059537262
460,461,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,31,1,0,0.0100416149944067,3.649702557595447e-05,,,0.23118279569892475,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24479166666666666,0.002642963059537262
461,462,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,30,0,1,0.00038010001298971474,0.000287977367406711,,,0.2407777777777778,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2061111111111111,0.002642963059537262
462,463,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.007747851777821779,0.000374385534087196,,,0.18633333333333332,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2323232323232323,0.002642963059537262
463,464,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,1,0,0.012076552957296371,3.9895912777865306e-06,,,0.24931372549019606,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19922222222222222,0.002642963059537262
464,465,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.01945105381309986,0.0002541947760619223,,,0.2660416666666666,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29990990990990996,0.002642963059537262
465,466,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.005476437509059906,0.00041777180740609765,,,0.2788888888888889,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24656565656565657,0.002642963059537262
466,467,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.0006430544308386743,4.772592774315854e-07,,,0.24177083333333335,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3612037037037037,0.002642963059537262
467,468,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,34,1,0,0.0007638790411874652,0.00024084631877485663,,,0.267156862745098,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1906896551724138,0.002642963059537262
468,469,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,32,0,1,0.006573142483830452,0.00013581164239440113,,,0.25854166666666667,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21333333333333335,0.002642963059537262
469,470,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,33,0,1,0.006215966306626797,0.0003411945072002709,,,0.28404040404040404,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15975308641975308,0.002642963059537262
470,471,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,30,0,1,0.00722502451390028,6.979642785154283e-05,,,0.1901111111111111,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2831313131313131,0.002642963059537262
471,472,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,30,0,1,0.0005857712822034955,0.0009807825554162264,,,0.23366666666666666,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.16476190476190475,0.002642963059537262
472,473,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.004232645500451326,0.000283918489003554,,,0.2782407407407408,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.254516129032258,0.002642963059537262
473,474,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.006557905115187168,0.0005304303485900164,,,0.247979797979798,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22066666666666665,0.002642963059537262
474,475,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.005655600689351559,0.0006580092012882233,,,0.23270833333333335,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20433333333333334,0.002642963059537262
475,476,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.0032356639858335257,2.583645482445718e-06,,,0.31490740740740747,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.207979797979798,0.002642963059537262
476,477,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,37,0,1,0.0008830508450046182,0.00021167576778680086,,,0.2954954954954955,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1761904761904762,0.002642963059537262
477,478,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,32,0,1,0.007123682647943497,0.0004022102220915258,,,0.19541666666666668,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.40975,0.002642963059537262
478,479,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,35,0,1,0.0021445690654218197,0.0006234940374270082,,,0.3036190476190476,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.274375,0.002642963059537262
479,480,21,<pyews.server_abstractions.Configuration object at 0x00000203D7B12410>,33,32,0,1,0.03376798704266548,1.838474054238759e-05,,,0.22572916666666668,0.26437782470823623,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.306952380952381,0.002642963059537262
480,481,21,<pyews.server_abstractions.Configuration object at 0x00000203D7B12410>,33,31,0,1,0.013968712650239468,0.00040095101576298475,,,0.23559139784946237,0.26437782470823623,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.28777777777777774,0.002642963059537262
481,482,21,<pyews.server_abstractions.Configuration object at 0x00000203D7B12410>,33,30,0,1,0.006062541157007217,0.0013218540698289871,,,0.25466666666666665,0.26437782470823623,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31747747747747757,0.002642963059537262
482,483,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,27,0,1,0.0009554816060699522,1.27859202621039e-05,,,0.1111111111111111,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22741935483870965,0.002642963059537262
483,484,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.012187069281935692,0.0007108266581781209,,,0.2683333333333333,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2664705882352941,0.002642963059537262
484,485,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,27,0,1,0.010768730193376541,0.0013603431871160865,,,0.14395061728395064,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18310344827586209,0.002642963059537262
485,486,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.0027608927339315414,6.469905201811343e-05,,,0.3203809523809524,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24888888888888888,0.002642963059537262
486,487,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,31,0,1,0.00048090965719893575,0.0006035343976691365,,,0.2361290322580645,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2386021505376344,0.002642963059537262
487,488,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0018123122863471508,0.0024920315481722355,,,0.23388888888888887,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21888888888888888,0.002642963059537262
488,489,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0019737910479307175,6.620220119657461e-06,,,0.2627450980392157,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.31425925925925924,0.002642963059537262
489,490,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0072991736233234406,0.0014793523587286472,,,0.313125,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2835483870967742,0.002642963059537262
490,491,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.004887616261839867,0.0016309072962030768,,,0.3079411764705883,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2257777777777778,0.002642963059537262
491,492,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0007920023053884506,1.633585816307459e-05,,,0.30822916666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29714285714285715,0.002642963059537262
492,493,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.002466561272740364,0.0003088362864218652,,,0.21757575757575756,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.291047619047619,0.002642963059537262
493,494,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0038518239744007587,0.002674262970685959,,,0.2340625,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2497849462365592,0.002642963059537262
494,495,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,28,0,1,0.0034253322519361973,0.0016060387715697289,,,0.14857142857142858,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.19166666666666662,0.002642963059537262
495,496,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,34,0,1,0.005631289444863796,0.00014696494326926768,,,0.24617647058823527,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3016161616161616,0.002642963059537262
496,497,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.0012848370242863894,0.0015016114339232445,,,0.16999999999999998,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.37863247863247856,0.002642963059537262
497,498,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0007103515090420842,0.002506752498447895,,,0.2587777777777778,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23978494623655913,0.002642963059537262
498,499,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0010606315918266773,1.9492590581648983e-06,,,0.20533333333333334,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22944444444444442,0.002642963059537262
499,500,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0020803497172892094,0.0005620234878733754,,,0.2967647058823529,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.15057471264367814,0.002642963059537262
500,501,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,34,0,1,0.0076665752567350864,0.0033094724640250206,,,0.2820588235294117,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20944444444444446,0.002642963059537262
501,502,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.006056696176528931,0.00028902929625473917,,,0.29437499999999994,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20913978494623656,0.002642963059537262
502,503,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.002279565203934908,0.00048797865747474134,,,0.19462365591397848,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23828282828282835,0.002642963059537262
503,504,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,29,0,1,0.0021328115835785866,4.119517143408302e-06,,,0.2081609195402299,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2784313725490196,0.002642963059537262
504,505,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.0062483842484653,0.0002895678044296801,,,0.24784946236559144,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2763809523809524,0.002642963059537262
505,506,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.002991262823343277,0.002324854489415884,,,0.2846296296296296,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.13209876543209875,0.002642963059537262
506,507,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,1,0,0.0017841103253886104,0.0005406609270721674,,,0.31695238095238093,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2777142857142858,0.002642963059537262
507,508,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.00510880071669817,0.0002331561699975282,,,0.26145833333333335,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23676470588235296,0.002642963059537262
508,509,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,34,0,1,0.0038569490425288677,0.0011619997676461935,,,0.28431372549019607,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22,0.002642963059537262
509,510,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,27,0,1,0.0011516059748828411,0.0019256669329479337,,,0.1845679012345679,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2952941176470589,0.002642963059537262
510,511,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.000466984580270946,3.6167439247947186e-05,,,0.2739583333333333,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.24784946236559138,0.002642963059537262
511,512,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.007400478236377239,0.0005396396154537797,,,0.22301075268817205,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2601041666666667,0.002642963059537262
512,513,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,35,0,1,0.003863784484565258,0.002349092857912183,,,0.2932380952380952,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2591397849462366,0.002642963059537262
513,514,34,<pyews.server_abstractions.Configuration object at 0x00000203D7AC8370>,8,37,0,1,0.005523934960365295,0.0012086022179573774,,,0.3568468468468468,0.26912595698583663,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3208571428571429,0.002642963059537262
514,515,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,30,0,1,0.0013593267649412155,8.603259630035609e-06,,,0.21600000000000005,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2890909090909091,0.002642963059537262
515,516,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,1,0,0.002534788567572832,0.0008298963075503707,,,0.2501041666666667,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21344086021505376,0.002642963059537262
516,517,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.0031034830026328564,0.002572735073044896,,,0.27739583333333334,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1694047619047619,0.002642963059537262
517,518,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,32,0,1,0.00435168482363224,0.00044252543011680245,,,0.2571875,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2705376344086022,0.002642963059537262
518,519,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,35,0,1,0.0020544615108519793,8.232890832005069e-05,,,0.2977142857142857,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2082222222222222,0.002642963059537262
519,520,17,<pyews.server_abstractions.Configuration object at 0x00000203D7B233D0>,39,33,0,1,0.001277703675441444,0.0006584493676200509,,,0.29909090909090913,0.3054506676452877,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23906250000000007,0.002642963059537262
520,521,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,26,0,1,0.0004280033172108233,0.0018055092077702284,,,0.11564102564102564,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2382828282828283,0.002642963059537262
521,522,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.0027412553317844868,0.0007813709671609104,,,0.2509090909090909,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2758333333333334,0.002642963059537262
522,523,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,37,0,1,0.0043379152193665504,0.0003935779968742281,,,0.3106306306306306,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18655913978494623,0.002642963059537262
523,524,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.003024729900062084,0.0010138765210285783,,,0.2545454545454546,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2642708333333333,0.002642963059537262
524,525,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,30,1,0,0.008481839671730995,0.0022515463642776012,,,0.17066666666666666,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22093750000000004,0.002642963059537262
525,526,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,33,0,1,0.0026196653489023447,0.000866848393343389,,,0.27040404040404037,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.26909090909090905,0.002642963059537262
526,527,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,33,0,1,0.0019524216186255217,1.9532888472895138e-05,,,0.28555555555555556,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.29053763440860214,0.002642963059537262
527,528,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,28,1,0,0.009610196575522423,0.0002397422940703109,,,0.21892857142857144,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.1807142857142857,0.002642963059537262
528,529,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,27,0,1,0.019424263387918472,0.001811350928619504,,,0.1519753086419753,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22086021505376346,0.002642963059537262
529,530,31,<pyews.server_abstractions.Configuration object at 0x00000203D7B130D0>,34,31,0,1,0.004467393737286329,0.0009075676207430661,,,0.2445161290322581,0.17264681008681748,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.3229824561403508,0.002642963059537262
530,531,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.007280983962118626,0.0006232097512111068,,,0.16816091954022985,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21064516129032262,0.002642963059537262
531,532,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,36,0,1,0.0016126211266964674,2.393385693721939e-05,,,0.272037037037037,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2659375,0.002642963059537262
532,533,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,28,0,1,0.0046974727883934975,0.0004626166191883385,,,0.1694047619047619,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20593750000000005,0.002642963059537262
533,534,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,33,0,1,0.00695145595818758,0.001694929669611156,,,0.23545454545454544,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.25322222222222224,0.002642963059537262
534,535,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,32,0,1,0.02488827332854271,0.00100061041302979,,,0.2146875,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.22699999999999998,0.002642963059537262
535,536,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.007060323841869831,5.614283145405352e-05,,,0.16533333333333333,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2332258064516129,0.002642963059537262
536,537,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.000732348533347249,0.00018961945897899568,,,0.2107777777777778,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.210625,0.002642963059537262
537,538,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,0,1,0.00603148527443409,0.0012860127026215196,,,0.30281250000000004,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23860215053763437,0.002642963059537262
538,539,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,30,0,1,0.007093395106494427,0.00110420782584697,,,0.22588888888888886,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20155555555555557,0.002642963059537262
539,540,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,32,1,0,0.027573350816965103,0.0010275031672790647,,,0.2679166666666667,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.20249999999999999,0.002642963059537262
540,541,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,29,0,1,0.0075896503403782845,6.538874004036188e-05,,,0.20758620689655172,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.21833333333333332,0.002642963059537262
541,542,26,<pyews.server_abstractions.Configuration object at 0x00000203D7B218D0>,37,33,0,1,0.0008394611068069935,0.0006914170808158815,,,0.3063636363636364,0.308151228202052,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2655208333333334,0.002642963059537262
542,543,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.018423952162265778,0.0004763019969686866,,,0.23166666666666672,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.2458064516129032,0.002642963059537262
543,544,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,31,0,1,0.021092461422085762,0.002217852510511875,,,0.23172043010752688,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.23430107526881722,0.002642963059537262
544,545,41,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,30,0,1,0.020782051607966423,0.0005987243494018912,,,0.21688888888888894,0.002642963059537262,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.290900900900901,0.002642963059537262
545,546,23,<pyews.server_abstractions.Configuration object at 0x00000203D7B380D0>,40,36,0,1,0.0017176286783069372,0.00016331273945979774,,,0.302037037037037,0.1854343365664084,<pyews.server_abstractions.Configuration object at 0x00000203D7B38F10>,41,41,0.18190476190476187,0.002642963059537262
