,episodes,chosen_conf_index,chosen_conf,chosen_conf_index_in_labels,number_of_requests,policy1,policy2,loss_q1,loss_q2,loss_w1,loss_w2,avg_response_time,cost
0,1,13,<pyews.server_abstractions.Configuration object at 0x000002246D8C5DE0>,11,7,1,0,,,,,2.0,2.0
1,2,26,<pyews.server_abstractions.Configuration object at 0x000002246D8D90C0>,15,7,1,0,,,,,2.0,2.0
2,3,34,<pyews.server_abstractions.Configuration object at 0x000002246D8C7760>,13,7,1,0,,,,,2.0,2.0
3,4,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,7,0,1,,,,,2.0,2.0
4,5,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,,,,,2.0,2.0
5,6,10,<pyews.server_abstractions.Configuration object at 0x000002246D8FDBA0>,27,7,0,1,,,,,2.0,2.0
6,7,13,<pyews.server_abstractions.Configuration object at 0x000002246D8C5DE0>,11,8,0,1,,,,,2.0,2.0
7,8,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,0,1,,,,,0.27111111111111114,0.002642963059537262
8,9,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,5,1,0,,,,,0.21733333333333332,0.26912595698583663
9,10,9,<pyews.server_abstractions.Configuration object at 0x000002246D8EF4C0>,24,8,0,1,,,,,2.0,2.0
10,11,12,<pyews.server_abstractions.Configuration object at 0x000002246D8EE8C0>,23,7,1,0,,,,,2.0,2.0
11,12,11,<pyews.server_abstractions.Configuration object at 0x000002246D8DBA00>,19,7,1,0,,,,,2.0,2.0
12,13,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,3,1,0,,,,,2.0,2.0
13,14,12,<pyews.server_abstractions.Configuration object at 0x000002246D8EE8C0>,23,7,0,1,,,,,2.0,2.0
14,15,14,<pyews.server_abstractions.Configuration object at 0x0000022473E0F2E0>,35,5,0,1,,,,,2.0,2.0
15,16,16,<pyews.server_abstractions.Configuration object at 0x0000022473E20160>,36,6,0,1,,,,,2.0,2.0
16,17,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,,,,,0.31499999999999995,0.3054506676452877
17,18,17,<pyews.server_abstractions.Configuration object at 0x000002246D8FC280>,25,6,1,0,,,,,2.0,2.0
18,19,31,<pyews.server_abstractions.Configuration object at 0x000002246D8DAF20>,18,7,0,1,,,,,2.0,2.0
19,20,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,,,,,2.0,2.0
20,21,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,,,,,2.0,2.0
21,22,8,<pyews.server_abstractions.Configuration object at 0x000002246D8D83A0>,14,5,0,1,,,,,2.0,2.0
22,23,39,<pyews.server_abstractions.Configuration object at 0x0000022473E0CE80>,32,6,1,0,,,,,2.0,2.0
23,24,34,<pyews.server_abstractions.Configuration object at 0x000002246D8C7760>,13,7,1,0,,,,,2.0,2.0
24,25,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,,,,,0.27666666666666667,0.17264681008681748
25,26,35,<pyews.server_abstractions.Configuration object at 0x000002246D8C51E0>,10,8,0,1,,,,,2.0,2.0
26,27,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,,,,,2.0,2.0
27,28,38,<pyews.server_abstractions.Configuration object at 0x000002246D86F700>,2,7,0,1,,,,,2.0,2.0
28,29,0,<pyews.server_abstractions.Configuration object at 0x0000022473E0C520>,31,7,0,1,,,,,2.0,2.0
29,30,37,<pyews.server_abstractions.Configuration object at 0x000002246D86FFA0>,0,6,0,1,,,,,2.0,2.0
30,31,33,<pyews.server_abstractions.Configuration object at 0x000002246D8B6080>,6,7,0,1,,,,,2.0,2.0
31,32,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,5,1,0,,,,,2.0,2.0
32,33,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,,,,,2.0,2.0
33,34,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,4,1,0,,,,,2.0,2.0
34,35,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,,,,,2.0,2.0
35,36,14,<pyews.server_abstractions.Configuration object at 0x0000022473E0F2E0>,35,4,1,0,,,,,2.0,2.0
36,37,16,<pyews.server_abstractions.Configuration object at 0x0000022473E20160>,36,6,1,0,,,,,2.0,2.0
37,38,24,<pyews.server_abstractions.Configuration object at 0x000002246D8D9C60>,16,7,1,0,,,,,2.0,2.0
38,39,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,,,,,0.15866666666666668,0.17264681008681748
39,40,35,<pyews.server_abstractions.Configuration object at 0x000002246D8C51E0>,10,6,0,1,,,,,2.0,2.0
40,41,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,1,0,,,,,2.0,2.0
41,42,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,,,,,2.0,2.0
42,43,34,<pyews.server_abstractions.Configuration object at 0x000002246D8C7760>,13,7,1,0,,,,,2.0,2.0
43,44,24,<pyews.server_abstractions.Configuration object at 0x000002246D8D9C60>,16,7,0,1,,,,,2.0,2.0
44,45,12,<pyews.server_abstractions.Configuration object at 0x000002246D8EE8C0>,23,6,0,1,,,,,2.0,2.0
45,46,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,,,,,0.12266666666666666,0.1854343365664084
46,47,13,<pyews.server_abstractions.Configuration object at 0x000002246D8C5DE0>,11,7,1,0,,,,,2.0,2.0
47,48,37,<pyews.server_abstractions.Configuration object at 0x000002246D86FFA0>,0,7,1,0,,,,,2.0,2.0
48,49,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,,,,,2.0,2.0
49,50,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,0,1,,,,,0.4155555555555555,0.3054506676452877
50,51,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,5,1,0,,,,,0.18533333333333332,0.26437782470823623
51,52,10,<pyews.server_abstractions.Configuration object at 0x000002246D8FDBA0>,27,7,0,1,,,,,2.0,2.0
52,53,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,,,,,0.2877777777777778,0.26437782470823623
53,54,25,<pyews.server_abstractions.Configuration object at 0x000002246D8B4AC0>,4,7,1,0,,,,,2.0,2.0
54,55,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,5,1,0,,,,,2.0,2.0
55,56,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,,,,,2.0,2.0
56,57,9,<pyews.server_abstractions.Configuration object at 0x000002246D8EF4C0>,24,7,0,1,,,,,2.0,2.0
57,58,39,<pyews.server_abstractions.Configuration object at 0x0000022473E0CE80>,32,5,1,0,,,,,2.0,2.0
58,59,24,<pyews.server_abstractions.Configuration object at 0x000002246D8D9C60>,16,6,0,1,,,,,2.0,2.0
59,60,14,<pyews.server_abstractions.Configuration object at 0x0000022473E0F2E0>,35,5,1,0,,,,,2.0,2.0
60,61,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,,,,,2.0,2.0
61,62,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,6,0,1,,,,,2.0,2.0
62,63,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,4,1,0,,,,,2.0,2.0
63,64,16,<pyews.server_abstractions.Configuration object at 0x0000022473E20160>,36,6,1,0,,,,,2.0,2.0
64,65,39,<pyews.server_abstractions.Configuration object at 0x0000022473E0CE80>,32,6,1,0,5.6554155349731445,3.7124087810516357,,,2.0,2.0
65,66,37,<pyews.server_abstractions.Configuration object at 0x000002246D86FFA0>,0,8,1,0,125004.421875,115314.9375,,,2.0,2.0
66,67,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,6,1,0,35.45207977294922,50.160003662109375,,,2.0,2.0
67,68,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,0,1,2.728850841522217,4.601919174194336,,,0.24166666666666667,0.26437782470823623
68,69,11,<pyews.server_abstractions.Configuration object at 0x000002246D8DBA00>,19,7,1,0,244.7286376953125,187.67198181152344,,,2.0,2.0
69,70,9,<pyews.server_abstractions.Configuration object at 0x000002246D8EF4C0>,24,7,1,0,31.356243133544922,1.802060842514038,,,2.0,2.0
70,71,19,<pyews.server_abstractions.Configuration object at 0x000002246D8FCE80>,26,3,1,0,33.27886962890625,27.06771469116211,,,2.0,2.0
71,72,17,<pyews.server_abstractions.Configuration object at 0x000002246D8FC280>,25,7,1,0,11.351186752319336,2.4121665954589844,,,2.0,2.0
72,73,37,<pyews.server_abstractions.Configuration object at 0x000002246D86FFA0>,0,7,1,0,0.7338657975196838,1.1456325054168701,,,2.0,2.0
73,74,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,1.5598915815353394,0.2906191945075989,,,0.2075,0.1854343365664084
74,75,11,<pyews.server_abstractions.Configuration object at 0x000002246D8DBA00>,19,7,1,0,0.5058375000953674,0.38105425238609314,,,2.0,2.0
75,76,22,<pyews.server_abstractions.Configuration object at 0x000002246D8FFA00>,30,7,1,0,0.39798009395599365,0.5009660124778748,,,2.0,2.0
76,77,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,0,1,0.1730336844921112,0.46577998995780945,,,0.28777777777777774,0.002642963059537262
77,78,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,5,1,0,0.23223969340324402,0.0652884840965271,,,0.2806666666666667,0.26437782470823623
78,79,2,<pyews.server_abstractions.Configuration object at 0x0000022473E21C60>,38,5,0,1,0.25465333461761475,1.3197604417800903,,,2.0,2.0
79,80,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,5,1,0,0.14594078063964844,0.09726963937282562,,,0.16333333333333333,0.26437782470823623
80,81,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.08044160902500153,0.34687530994415283,,,0.16933333333333334,0.17264681008681748
81,82,1,<pyews.server_abstractions.Configuration object at 0x000002246D8B55A0>,5,6,1,0,0.22028185427188873,0.2794647812843323,,,2.0,2.0
82,83,9,<pyews.server_abstractions.Configuration object at 0x000002246D8EF4C0>,24,6,1,0,0.24629515409469604,0.15693743526935577,,,2.0,2.0
83,84,36,<pyews.server_abstractions.Configuration object at 0x000002246D8C43A0>,9,7,1,0,0.1483178287744522,0.18330782651901245,,,2.0,2.0
84,85,27,<pyews.server_abstractions.Configuration object at 0x000002246D8EC3A0>,20,6,0,1,0.3533119559288025,0.34812867641448975,,,2.0,2.0
85,86,5,<pyews.server_abstractions.Configuration object at 0x000002246D8ECE80>,21,7,0,1,0.30856984853744507,0.5802838802337646,,,2.0,2.0
86,87,16,<pyews.server_abstractions.Configuration object at 0x0000022473E20160>,36,4,1,0,0.604682207107544,0.5195300579071045,,,2.0,2.0
87,88,41,<pyews.server_abstractions.Configuration object at 0x000002246D8FE740>,28,7,1,0,0.30097585916519165,0.3111182451248169,,,2.0,2.0
88,89,1,<pyews.server_abstractions.Configuration object at 0x000002246D8B55A0>,5,7,1,0,0.1083822175860405,0.21300362050533295,,,2.0,2.0
89,90,4,<pyews.server_abstractions.Configuration object at 0x000002246D86F010>,3,8,1,0,0.1479799449443817,0.2179052233695984,,,2.0,2.0
90,91,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,0,1,0.0575510710477829,0.2220119833946228,,,2.0,2.0
91,92,29,<pyews.server_abstractions.Configuration object at 0x000002246D8C69E0>,12,6,1,0,0.2559206783771515,0.2916290760040283,,,2.0,2.0
92,93,10,<pyews.server_abstractions.Configuration object at 0x000002246D8FDBA0>,27,7,1,0,0.1200709417462349,0.0822010338306427,,,2.0,2.0
93,94,5,<pyews.server_abstractions.Configuration object at 0x000002246D8ECE80>,21,7,1,0,0.06819462776184082,0.11002334952354431,,,2.0,2.0
94,95,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,4,0,1,0.09632822126150131,0.05963892117142677,,,0.20833333333333334,0.002642963059537262
95,96,15,<pyews.server_abstractions.Configuration object at 0x000002246D8DA5C0>,17,7,1,0,0.11901333183050156,0.18698439002037048,,,2.0,2.0
96,97,20,<pyews.server_abstractions.Configuration object at 0x000002246D8EDCC0>,22,6,1,0,0.09899091720581055,0.2973320782184601,,,2.0,2.0
97,98,10,<pyews.server_abstractions.Configuration object at 0x000002246D8FDBA0>,27,8,1,0,0.1293913722038269,0.13763926923274994,,,2.0,2.0
98,99,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.10897687077522278,0.04518287628889084,,,0.3161111111111111,0.26437782470823623
99,100,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,0,1,0.1327996551990509,0.08307334780693054,,,0.38055555555555554,0.308151228202052
100,101,40,<pyews.server_abstractions.Configuration object at 0x000002246D8FF0A0>,29,6,0,1,0.08188828080892563,0.3026406466960907,,,2.0,2.0
101,102,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.195237398147583,0.13403213024139404,,,0.0,0.17264681008681748
102,103,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.11787743866443634,0.06964373588562012,,,0.25999999999999995,0.17264681008681748
103,104,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.037412092089653015,0.06449068337678909,,,0.2019047619047619,0.17264681008681748
104,105,7,<pyews.server_abstractions.Configuration object at 0x000002246D86FF40>,1,6,1,0,0.08593790233135223,0.07993598282337189,,,2.0,2.0
105,106,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.07239014655351639,0.17586977779865265,,,0.19,0.17264681008681748
106,107,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,8,0,1,0.08364775776863098,0.08309023082256317,,,0.45625,0.1854343365664084
107,108,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,0,1,0.22207939624786377,0.0495271272957325,,,0.13999999999999999,0.1854343365664084
108,109,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,1,0,0.03576214611530304,0.04786950722336769,,,0.28555555555555556,0.002642963059537262
109,110,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,1,0,0.015138928778469563,0.06402839720249176,,,0.12277777777777778,0.002642963059537262
110,111,14,<pyews.server_abstractions.Configuration object at 0x0000022473E0F2E0>,35,7,1,0,0.03215750679373741,0.0749041736125946,,,2.0,2.0
111,112,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,0,1,0.11432939767837524,0.028762714937329292,,,0.0,0.1854343365664084
112,113,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,8,0,1,0.11089412122964859,0.17414747178554535,,,0.42333333333333334,0.26437782470823623
113,114,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,6,0,1,0.10077600181102753,0.1578829437494278,,,0.32055555555555554,0.002642963059537262
114,115,13,<pyews.server_abstractions.Configuration object at 0x000002246D8C5DE0>,11,6,1,0,0.025596346706151962,0.13702338933944702,,,2.0,2.0
115,116,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,8,1,0,0.058039650321006775,0.08914925158023834,,,0.43708333333333327,0.308151228202052
116,117,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.07786616683006287,0.07926245033740997,,,0.3128571428571429,0.308151228202052
117,118,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,8,1,0,0.025921272113919258,0.056649841368198395,,,0.3966666666666666,0.308151228202052
118,119,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.01282118633389473,0.09502136707305908,,,0.18666666666666668,0.308151228202052
119,120,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,5,0,1,0.03318638727068901,0.09154149144887924,,,0.2506666666666667,0.002642963059537262
120,121,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.01658397726714611,0.17780327796936035,,,0.36809523809523814,0.308151228202052
121,122,6,<pyews.server_abstractions.Configuration object at 0x0000022473E0D960>,33,6,1,0,0.07581600546836853,0.018309470266103745,,,0.2416666666666667,0.26437782470823623
122,123,32,<pyews.server_abstractions.Configuration object at 0x0000022473E38460>,41,8,0,1,0.03368324041366577,0.022839471697807312,,,2.0,2.0
123,124,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,1,0,0.05986788123846054,0.1061723530292511,,,0.0,0.17264681008681748
124,125,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.04823290929198265,0.0753108337521553,,,0.23944444444444446,0.17264681008681748
125,126,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.0937768965959549,0.09804190695285797,,,0.4128571428571428,0.17264681008681748
126,127,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,4,0,1,0.04087768867611885,0.09760016202926636,,,0.0,0.3054506676452877
127,128,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.09421944618225098,0.07468587905168533,,,0.0,0.1854343365664084
128,129,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.1135457307100296,0.17071697115898132,,2.3004233185019984e-07,0.23523809523809525,0.1854343365664084
129,130,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,0,1,0.10283243656158447,0.150760680437088,,,0.29388888888888887,0.308151228202052
130,131,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.04422973841428757,0.095112644135952,,,0.35285714285714287,0.1854343365664084
131,132,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.04860706627368927,0.04145068675279617,,,0.0,0.1854343365664084
132,133,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.03459250554442406,0.04741745442152023,,,0.0,0.1854343365664084
133,134,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,7,1,0,0.5469468832015991,0.10570889711380005,,,0.39428571428571424,0.3054506676452877
134,135,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.29695308208465576,0.08965572714805603,,,0.2622222222222222,0.3054506676452877
135,136,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,1,0,0.18425753712654114,0.07979394495487213,,,0.28,0.3054506676452877
136,137,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,4,0,1,0.017858441919088364,0.10579603165388107,,,0.0,0.17264681008681748
137,138,16,<pyews.server_abstractions.Configuration object at 0x0000022473E20160>,36,6,1,0,0.043916478753089905,0.04139866679906845,,,2.0,2.0
138,139,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,4,1,0,0.04916561394929886,0.02419346757233143,,,0.07,0.308151228202052
139,140,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.05130566656589508,0.08639034628868103,,,0.21600000000000003,0.308151228202052
140,141,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.08102354407310486,0.045379847288131714,,,0.165,0.308151228202052
141,142,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,4,0,1,0.0951867550611496,0.03717677295207977,,,0.0,0.26912595698583663
142,143,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.13613125681877136,0.059397656470537186,,,0.27666666666666667,0.308151228202052
143,144,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.17364060878753662,0.05905536562204361,,,0.33095238095238094,0.308151228202052
144,145,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.13054819405078888,0.03778676688671112,,,0.3183333333333333,0.17264681008681748
145,146,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,0,1,0.05514916405081749,0.12204203009605408,,,0.288,0.308151228202052
146,147,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.0629267543554306,0.08441044390201569,,,0.29933333333333334,0.17264681008681748
147,148,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,0,1,0.03732043877243996,0.04621312767267227,,,0.2438888888888889,0.308151228202052
148,149,28,<pyews.server_abstractions.Configuration object at 0x000002246D8B6DA0>,7,7,1,0,0.02787858434021473,0.0455685593187809,,,2.0,2.0
149,150,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.014175143092870712,0.04590693116188049,,,0.27666666666666667,0.17264681008681748
150,151,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.03204993158578873,0.05315670743584633,,,0.13444444444444445,0.17264681008681748
151,152,3,<pyews.server_abstractions.Configuration object at 0x0000022473E22920>,39,6,0,1,0.03533424809575081,0.0436042845249176,,,0.2966666666666667,0.3054506676452877
152,153,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.031102769076824188,0.04530690982937813,,,0.16466666666666668,0.17264681008681748
153,154,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.039774395525455475,0.03647951781749725,,,0.09388888888888887,0.17264681008681748
154,155,36,<pyews.server_abstractions.Configuration object at 0x000002246D8C43A0>,9,6,1,0,0.03714260458946228,0.024678222835063934,,,2.0,2.0
155,156,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.0655650794506073,0.049066729843616486,,,0.36866666666666664,0.308151228202052
156,157,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.028495369479060173,0.02837923914194107,,,0.1388888888888889,0.308151228202052
157,158,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,8,1,0,0.0847875326871872,0.029147950932383537,,,0.3270833333333334,0.308151228202052
158,159,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,0,1,0.016049541532993317,0.054913997650146484,,,0.38055555555555554,0.17264681008681748
159,160,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,1,0,0.021831244230270386,0.06860959529876709,,,0.16799999999999998,0.1854343365664084
160,161,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,1,0,0.0795544981956482,0.05690015107393265,,,0.3304761904761905,0.1854343365664084
161,162,1,<pyews.server_abstractions.Configuration object at 0x000002246D8B55A0>,5,7,0,1,0.04154307022690773,0.05389402434229851,,,2.0,2.0
162,163,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,8,0,1,0.1009959876537323,0.031618259847164154,,,0.44499999999999995,0.308151228202052
163,164,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.021784141659736633,0.02993457019329071,,,0.31333333333333335,0.1854343365664084
164,165,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.03606335073709488,0.0220690555870533,,,0.2511111111111111,0.1854343365664084
165,166,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.032823920249938965,0.07362464815378189,,,0.14833333333333334,0.1854343365664084
166,167,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,1,0,0.0395178496837616,0.05190332233905792,,,0.1388888888888889,0.1854343365664084
167,168,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,8,1,0,0.03166669234633446,0.03940201550722122,,,0.315,0.1854343365664084
168,169,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,4,1,0,0.03226874768733978,0.02103094756603241,,,0.0,0.1854343365664084
169,170,21,<pyews.server_abstractions.Configuration object at 0x000002246D8B7880>,8,4,1,0,0.1468207985162735,0.015448609367012978,,,0.37083333333333335,0.26912595698583663
170,171,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,6,0,1,0.07051952183246613,0.00692933052778244,,,0.25,0.1854343365664084
171,172,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,7,0,1,0.0515456423163414,0.05157604068517685,,,0.2619047619047619,0.1854343365664084
172,173,23,<pyews.server_abstractions.Configuration object at 0x0000022473E235E0>,40,5,0,1,0.02454291470348835,0.024679480120539665,,,0.0,0.1854343365664084
173,174,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.04498405009508133,0.04301964491605759,,,0.31055555555555553,0.308151228202052
174,175,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.04655374959111214,0.017681820318102837,,,0.135,0.308151228202052
175,176,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,9,1,0,0.04965824633836746,0.0830310583114624,,,0.36370370370370364,0.308151228202052
176,177,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,7,1,0,0.06563828140497208,0.048030879348516464,,,0.40619047619047616,0.308151228202052
177,178,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.07741869986057281,0.05131765082478523,,,0.16599999999999998,0.17264681008681748
178,179,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,9,1,0,0.06295733153820038,0.04110932722687721,,,0.4181481481481481,0.17264681008681748
179,180,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,9,1,0,0.07903634011745453,0.05226529389619827,,,0.3703703703703704,0.17264681008681748
180,181,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,7,1,0,0.044201042503118515,0.013497977517545223,,,0.2385714285714286,0.17264681008681748
181,182,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.047015346586704254,0.06033904105424881,,,0.34375,0.17264681008681748
182,183,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,5,1,0,0.03292706236243248,0.02751852013170719,,,0.0,0.17264681008681748
183,184,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,0,1,0.029485782608389854,0.03198803961277008,,,0.394,0.308151228202052
184,185,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,6,1,0,0.0424828864634037,0.029696747660636902,,,0.23277777777777775,0.17264681008681748
185,186,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,8,1,0,0.081855408847332,0.04257381707429886,,,0.3208333333333333,0.17264681008681748
186,187,30,<pyews.server_abstractions.Configuration object at 0x0000022473E0E620>,34,10,1,0,0.03029506281018257,0.028267942368984222,,,0.4496666666666667,0.17264681008681748
187,188,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,0,1,0.049928031861782074,0.02176903560757637,,,0.21466666666666664,0.308151228202052
188,189,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,8,1,0,0.026276402175426483,0.02680681087076664,,,0.36125,0.308151228202052
189,190,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,6,1,0,0.03181203827261925,0.042889874428510666,,,0.14055555555555554,0.308151228202052
190,191,18,<pyews.server_abstractions.Configuration object at 0x0000022473E20E20>,37,5,1,0,0.06305573135614395,0.020460665225982666,,,0.044666666666666674,0.308151228202052
